Seq,DateListed,縣市別代碼,鄉鎮市區代碼,縣市,鄉鎮市區,村里,鄰,部落傳統名制_羅馬拼音,部落名稱,X座標,Y座標,定位點,緯度,經度,族別
660,"20220725","10013","10013310","屏東縣","春日鄉","春日村","1~12","Kasuga","春日部落","211589.364","2474603.622","春日國小","22.37029","120.627","排灣族"
661,"20220725","10013","10013310","屏東縣","春日鄉","士文村","1~5","Seveng","士文部落","215372.056","2474404.155","古華國小士文分校","22.36857","120.6638","排灣族"
662,"20220725","10013","10013310","屏東縣","春日鄉","七佳村","1~14","Tjuvecekadan","七佳部落","211813.496","2480953.332","力里國小","22.42764","120.629","排灣族"
663,"20220725","10013","10013310","屏東縣","春日鄉","古華村","1~10","Kuabar","古華部落","211480.753","2473578.658","古華國小","22.36103","120.626","排灣族"
664,"20220725","10013","10013310","屏東縣","春日鄉","歸崇村","1~14","Kinayiman","歸崇部落","211995.02","2481036.478","枋寮分局歸崇派出所","22.42839","120.6308","排灣族"
665,"20220725","10013","10013330","屏東縣","牡丹鄉","東源村","1~7","Maljipa","東源部落","234755.423","2456327.831","東源村衛生室","22.20559","120.8521","排灣族"
666,"20220725","10013","10013330","屏東縣","牡丹鄉","牡丹村","5~11","Sinevaudjan","牡丹部落","233260.8","2453122.63","牡丹國小","22.17663","120.8377","排灣族"
667,"20220725","10013","10013330","屏東縣","牡丹鄉","旭海村","1~8","Macaran","旭海（馬查蘭）部落","238846.284","2455502.012","海巡署旭海漁港安檢所","22.19817","120.8918","排灣族"
668,"20220725","10013","10013330","屏東縣","牡丹鄉","高士村","1~9","Kus kus","高士部落","234211.858","2447377.726","高士國小","22.12475","120.847","排灣族"
669,"20220725","10013","10013330","屏東縣","牡丹鄉","石門村","1~2","Anteng","安藤部落","227792.817","2447793.262","水利署牡管中心","22.12844","120.7847","排灣族"
670,"20220725","10013","10013330","屏東縣","牡丹鄉","石門村","3~8","Kapanan","石門部落","226532.388","2447503.439","石門國小","22.1258","120.7725","排灣族"
671,"20220725","10013","10013330","屏東縣","牡丹鄉","石門村","9~11","Pungudan","大梅部落","223905.408","2444788.312","大梅路","22.10124","120.7471","排灣族"
672,"20220725","10013","10013330","屏東縣","牡丹鄉","四林村","1~10","Draki","四林部落","230794.722","2441673.492","高土國小牡林分校","22.0732","120.8139","排灣族"
673,"20220725","10013","10013280","屏東縣","瑪家鄉","瑪家村","1~2","Tjanavakung","達那瓦功部落","217889.352","2508015.434","瑪筏道路","22.67216","120.6875","排灣族"
674,"20220725","10013","10013280","屏東縣","瑪家鄉","瑪家村","3~6","Makazayazaya","瑪家部落","217800.88","2508683.526","瑪筏道路","22.6782","120.6866","排灣族"
675,"20220725","10013","10013280","屏東縣","瑪家鄉","瑪家村","7~8","Paljur","白露部落","217787.68","2509070.1","福山巷","22.68169","120.6865","排灣族"
676,"20220725","10013","10013280","屏東縣","瑪家鄉","三和村","1~4","Zayazayan","玉泉部落","210946.884","2512094.778","三和路","22.68154","120.6199","排灣族"
677,"20220725","10013","10013280","屏東縣","瑪家鄉","三和村","5~10","Vecekadan","三和部落","209959.367","2511341.878","瑪家國中","22.70204","120.6103","排灣族"
678,"20220725","10013","10013280","屏東縣","瑪家鄉","三和村","11~16","Laulauzan","美園部落","20881.225","2510717.344","屏37公路","22.68134","118.7706","魯凱族"
679,"20220725","10013","10013280","屏東縣","瑪家鄉","排灣村","1~6","Payuwan","排灣部落","211633.143","2503349.151","排灣村衛生室","22.62989","120.6267","排灣族"
680,"20220725","10013","10013280","屏東縣","瑪家鄉","佳義村","1~11","Kazangiljan","佳義部落","212053.019","2505944.151","佳義國小","22.65334","120.6308","排灣族"
681,"20220725","10013","10013280","屏東縣","瑪家鄉","?山村","1~11","Wakaba","?山部落","212755.032","2509990.352","佳義國小附幼","22.6899","120.6375","排灣族"
682,"20220725","10013","10013280","屏東縣","瑪家鄉","北葉村","1~10","Masilid","北葉部落","213697.156","2511843.438","北葉國小","22.70665","120.6466","排灣族"
683,"20220725","10013","10013260","屏東縣","三地門鄉","三地村","1~13","Timur","三地部落","214551.05","2512815.725","三地門鄉文化館","22.71545","120.6549","排灣族"
684,"20220725","10013","10013260","屏東縣","三地門鄉","達來村","1~7","Tjavatjavang","達來部落","215971.487","2514029.756","達發達旺巷","22.72644","120.6687","排灣族"
685,"20220725","10013","10013260","屏東縣","三地門鄉","馬兒村","1~8","Valjulu","馬兒部落","212074.412","2520813.59","馬兒村衛生室","22.78762","120.6306","排灣族"
686,"20220725","10013","10013260","屏東縣","三地門鄉","大社村","1~12","Paridrayan","大社部落","218862.385","2423372.38","勝利巷","21.90774","120.6986","排灣族"
687,"20220725","10013","10013260","屏東縣","三地門鄉","口社村","1~5","Sagaran","口社部落","213759.181","2518843.483","里港分局口社派出所","22.76987","120.6471","排灣族"
688,"20220725","10013","10013260","屏東縣","三地門鄉","青葉村","1~7","Talamakau","青葉部落","212074.077","2526416.378","青葉國小","22.83822","120.6305","魯凱族"
689,"20220725","10013","10013260","屏東縣","三地門鄉","青山村","1~5","Cavak","青山部落","213105.769","2524034.967","青山國小","22.81674","120.6406","排灣族"
690,"20220725","10013","10013260","屏東縣","三地門鄉","安坡村","1~4","Djineljepan","安坡部落","212807.831","2521927.197","鄉安坡衛生室","22.7977","120.6377","排灣族"
691,"20220725","10013","10013260","屏東縣","三地門鄉","賽嘉村","1~8","Tjailjaking","賽嘉部落","212982.535","2515929.07","賽嘉國小","22.74353","120.6396","排灣族"
692,"20220725","10013","10013260","屏東縣","三地門鄉","德文村","1~2","Kingdalruwane","金大露安部落","219890.445","2518472.236","相助巷","22.76664","120.7068","魯凱族"
693,"20220725","10013","10013260","屏東縣","三地門鄉","德文村","3~5","Tjukuvulj","嘟估甫了部落","219432.836","2518924.329","地磨兒國小","22.77071","120.7023","排灣族"
694,"20220725","10013","10013260","屏東縣","三地門鄉","德文村","6~12","Tjusepayuan","北巴部落","219508.521","2519857.587","北巴巷","22.77914","120.703","排灣族"
695,"20220725","10013","10013270","屏東縣","霧臺鄉","霧台村","1~3","Kabalelradhane","神山部落","222006.121","2516537.368","里港分局霧台分駐所","22.7492","120.7274","魯凱族"
696,"20220725","10013","10013270","屏東縣","霧臺鄉","霧台村","4~10","Wutai","霧臺部落","222370.577","2516073.259","霧台國小","22.74501","120.731","魯凱族"
697,"20220725","10013","10013270","屏東縣","霧臺鄉","霧台村","11","Kudrengere","谷川部落","219720.869","2516153.533","谷村巷","22.74569","120.7052","魯凱族"
698,"20220725","10013","10013270","屏東縣","霧臺鄉","吉露村","1~2","Kinulane","吉露部落","224216.978","2515745.274","大川巷","22.74208","120.749","魯凱族"
699,"20220725","10013","10013270","屏東縣","霧臺鄉","阿禮村","1~4","Adiri","阿禮部落","225219.159","2513699.522","元德巷","22.72362","120.7588","魯凱族"
700,"20220725","10013","10013270","屏東縣","霧臺鄉","佳暮村","1~5","Karamemedesane","佳暮部落","221189.65","2518040.408","光明巷","22.76276","120.7194","魯凱族"
701,"20220725","10013","10013270","屏東縣","霧臺鄉","好茶村","1~6","Kucapungane","好茶部落","213798.548","2511224.604","十字路口","22.70106","120.6476","魯凱族"
702,"20220725","10013","10013270","屏東縣","霧臺鄉","大武村","1~4","Labuwan","大武部落","225247.446","2517170.124","東川巷","22.75499","120.759","魯凱族"
703,"20220725","10013","10013290","屏東縣","泰武鄉","武潭村","1~7","Qapedang","武潭部落","212416.519","2497650.595","武潭國小","22.57845","120.6345","排灣族"
704,"20220725","10013","10013290","屏東縣","泰武鄉","佳平村","1~5","Kaviyangan","佳平部落","212298.845","2499079.376","泰武國中","22.59135","120.6333","排灣族"
705,"20220725","10013","10013290","屏東縣","泰武鄉","佳平村","6、7","Masisi","馬仕部落","212132.552","2501511.439","獅子巷","22.61331","120.6316","排灣族"
706,"20220725","10013","10013290","屏東縣","泰武鄉","泰武村","1~10","Ulaljuc","泰武（吾拉魯滋）部落","209971.494","2500716.938","泰武國小","22.60608","120.6106","排灣族"
707,"20220725","10013","10013290","屏東縣","泰武鄉","平和村","1~7","Piyuma","平和部落","212125.367","2494793.616","武潭國中平和分校","22.55264","120.6317","排灣族"
708,"20220725","10013","10013290","屏東縣","泰武鄉","萬安村","1~6","Tjaranauma","萬安部落","212806.264","2503010.238","萬安國小","22.62686","120.6382","排灣族"
709,"20220725","10013","10013290","屏東縣","泰武鄉","萬安村","8","Tjaialev","達里部落","213025.455","2502715.486","公路","22.6242","120.6403","排灣族"
710,"20220725","10013","10013290","屏東縣","泰武鄉","萬安村","9~10","Ludja","安平部落","213276.242","2502699.926","十字路口","22.62407","120.6427","排灣族"
711,"20220725","10013","10013290","屏東縣","泰武鄉","佳興村","1~5","Puljetji","佳興部落","215087.53","2496338.285","佳興道路","22.56665","120.6605","排灣族"
712,"20220725","10013","10013300","屏東縣","來義鄉","古樓村","1~17","Kuljaljau","古樓部落","211681.396","2492091.239","古樓國小","22.52822","120.6275","排灣族"
713,"20220725","10013","10013300","屏東縣","來義鄉","望嘉村","1~14","Vungalid","望嘉部落","211204.088","2484850.276","望嘉國小","22.46282","120.623","排灣族"
714,"20220725","10013","10013300","屏東縣","來義鄉","南和村","1~11","Takamimura","高見部落","213209.963","2481883.134","南和國小","22.43607","120.6426","排灣族"
715,"20220725","10013","10013300","屏東縣","來義鄉","南和村","12~19","Payljus","白鷺部落","212775.961","2481740.555","潮州分局南和派出所","22.43477","120.6384","排灣族"
716,"20220725","10013","10013300","屏東縣","來義鄉","丹林村","1~4","Calasiv","丹林部落","212289.39","2490879.718","來義國小丹林分班","22.5173","120.6334","排灣族"
717,"20220725","10013","10013300","屏東縣","來義鄉","丹林村","5~6","Siljevavav","喜樂發發吾部落","213953.042","2492038.928","來義國小","22.5278","120.6496","排灣族"
718,"20220725","10013","10013300","屏東縣","來義鄉","義林村","1~4","Tjana′asiya","義林部落","215166.948","2491995.965","來義鄉幼兒園","22.52744","120.6614","排灣族"
719,"20220725","10013","10013300","屏東縣","來義鄉","義林村","5~7","Tjuwaqau","大後部落","215252.631","2495724.033","大後進路","22.56111","120.6621","排灣族"
720,"20220725","10013","10013300","屏東縣","來義鄉","文樂村","1~8","Pucunug","文樂部落","211318.179","2488188.221","文樂國小","22.49297","120.6241","排灣族"
721,"20220725","10013","10013300","屏東縣","來義鄉","來義村","1~18","Tjalja′avus","來義部落","216694.615","2491830.039","潮州分局信義派出所","22.52597","120.6762","排灣族"
722,"20220725","10013","10013320","屏東縣","獅子鄉","丹路村","1~3","Tjacekes","上丹路部落","224375.092","2456092.272","丹路國小","22.20334","120.7515","排灣族"
723,"20220725","10013","10013320","屏東縣","獅子鄉","丹路村","4~5","Lemiyau","伊屯部落","226813.33","2457302.086","丹路二巷","22.2143","120.7751","排灣族"
724,"20220725","10013","10013320","屏東縣","獅子鄉","丹路村","6~8","Pasumaq","下丹路部落","223995.977","2456161.253","公路總局丹路監工站","22.20396","120.7478","排灣族"
725,"20220725","10013","10013320","屏東縣","獅子鄉","南世村","1~6","Nansiku","南世部落","213845.034","2468064.276","獅子鄉立幼兒園南市分班","22.31128","120.6491","排灣族"
726,"20220725","10013","10013320","屏東縣","獅子鄉","楓林村","1~5","Kaidi","楓林部落","219805.608","2455659.562","楓林國小","22.19936","120.7072","排灣族"
727,"20220725","10013","10013320","屏東縣","獅子鄉","楓林村","楓林 6~7丹路9~10","Yungkilu","新路部落","221550.366","2456450.266","楓林四巷","22.20653","120.7241","排灣族"
728,"20220725","10013","10013320","屏東縣","獅子鄉","內文村","1~6","Tjakuvukuvulj","內文部落","234612.14","2457722.994","內文村衛生室","22.21819","120.8507","排灣族"
729,"20220725","10013","10013320","屏東縣","獅子鄉","草埔村","1~3","Tjinavanavalj","橋東部落","229703.986","2459573.055","草埔國小","22.23485","120.8031","排灣族"
730,"20220725","10013","10013320","屏東縣","獅子鄉","草埔村","4~6","Kuangka","橋西部落","229488.713","2459355.485","草埔村衛生室","22.23288","120.801","排灣族"
731,"20220725","10013","10013320","屏東縣","獅子鄉","草埔村","7~8","Puljekuwan","下草埔部落","229263.22","2459026.563","草埔三巷","22.22991","120.7988","排灣族"
732,"20220725","10013","10013320","屏東縣","獅子鄉","草埔村","9~10","Tjisaulem","雙流部落","228929.042","2458140.914","草埔六巷","22.22191","120.7956","排灣族"
733,"20220725","10013","10013320","屏東縣","獅子鄉","竹坑村","1~5","Tjuruguai","竹坑部落","219221.609","2449811.74","竹坑村衛生室","22.14654","120.7016","排灣族"
734,"20220725","10013","10013320","屏東縣","獅子鄉","獅子村","1~3","Qaljecim","和平部落","217601.011","2459325.394","獅子一巷","22.23243","120.6857","排灣族"
735,"20220725","10013","10013320","屏東縣","獅子鄉","獅子村","4~6","Tjusinlung","中心崙部落","216141.958","2461593.949","獅子三巷","22.25289","120.6715","排灣族"
736,"20220725","10013","10013320","屏東縣","獅子鄉","內獅村","1~7","Kacedas","內獅部落","213434.683","2467311.654","枋寮分局內師派出所","22.30447","120.6451","排灣族"
737,"20220725","10013","10013240","屏東縣","滿州鄉","里德村","~2、4~1","Ride","里德部落","235932.553","2432945.749","佳樂水風景區","21.99442","120.8638","排灣族"
738,"20220725","10013","10013240","屏東縣","滿州鄉","長樂村","3~4 、6~8、18~19、 21~ 22","Tjadukudukung","長樂部落","232293.593","2441923.822","長樂國小","22.07548","120.8284","排灣族"
739,"20220725","10013","10013240","屏東縣","滿州鄉","長樂村","14~16","Parius","分水嶺部落","233510.693","2444981.221","八瑤路","22.1031","120.8402","排灣族"
